unique_word,count,stem,syllables,length,weights
said,17505,4.0,3.0,4.0,0.0004000400040004015
one,10913,3.0,3.0,3.0,0.0004000400040004015
like,8984,4.0,3.0,4.0,0.0004000400040004015
would,7433,5.0,3.0,5.0,0.0004000400040004015
could,7132,5.0,3.0,5.0,0.0004000400040004015
see,6576,3.0,2.0,3.0,0.0004000400040004015
little,6485,5.0,5.0,6.0,0.0004000400040004015
time,5848,4.0,3.0,4.0,0.0004000400040004015
back,5678,4.0,3.0,4.0,0.0004000400040004015
go,4963,2.0,2.0,2.0,0.0004000400040004015
get,4820,3.0,3.0,3.0,0.0004000400040004015
people,4522,5.0,5.0,6.0,0.0004000400040004015
know,4429,4.0,2.0,4.0,0.0004000400040004015
day,4419,3.0,2.0,3.0,0.0004000400040004015
long,4407,4.0,3.0,4.0,0.0004000400040004015
made,4238,4.0,3.0,4.0,0.0004000400040004015
many,4185,4.0,4.0,4.0,0.0004000400040004015
make,4174,4.0,3.0,4.0,0.0004000400040004015
first,4078,5.0,4.0,5.0,0.0004000400040004015
two,4046,3.0,2.0,3.0,0.0004000400040004015
around,4016,6.0,4.0,6.0,0.0004000400040004015
look,3965,4.0,3.0,4.0,0.0004000400040004015
way,3962,3.0,2.0,3.0,0.0004000400040004015
come,3840,4.0,3.0,4.0,0.0004000400040004015
came,3838,4.0,3.0,4.0,0.0004000400040004015
good,3814,4.0,3.0,4.0,0.0004000400040004015
even,3735,4.0,4.0,4.0,0.0004000400040004015
—,3726,1.0,0.0,1.0,0.0004000400040004015
away,3702,4.0,3.0,4.0,0.0004000400040004015
water,3668,5.0,4.0,5.0,0.0004000400040004015
well,3644,4.0,3.0,4.0,0.0004000400040004015
great,3593,5.0,4.0,5.0,0.0004000400040004015
looked,3458,4.0,4.0,6.0,0.0004000400040004015
never,3314,5.0,4.0,5.0,0.0004000400040004015
called,3290,4.0,4.0,6.0,0.0004000400040004015
help,3283,4.0,4.0,4.0,0.0004000400040004015
think,3278,5.0,4.0,5.0,0.0004000400040004015
went,3252,4.0,4.0,4.0,0.0004000400040004015
man,3218,3.0,3.0,3.0,0.0004000400040004015
much,3207,4.0,3.0,4.0,0.0004000400040004015
asked,3163,3.0,4.0,5.0,0.0004000400040004015
old,3119,3.0,3.0,3.0,0.0004000400040004015
big,3103,3.0,3.0,3.0,0.0004000400040004015
find,3102,4.0,4.0,4.0,0.0004000400040004015
found,3078,5.0,4.0,5.0,0.0004000400040004015
also,3035,4.0,4.0,4.0,0.0004000400040004015
eyes,2984,3.0,2.0,4.0,0.0004000400040004015
take,2965,4.0,3.0,4.0,0.0004000400040004015
us,2931,2.0,2.0,2.0,0.0004000400040004015
things,2917,5.0,4.0,6.0,0.0004000400040004015
years,2909,4.0,4.0,5.0,0.0004000400040004015
head,2874,4.0,3.0,4.0,0.0004000400040004015
new,2848,3.0,2.0,3.0,0.0004000400040004015
sir,2846,3.0,2.0,3.0,0.0004000400040004015
home,2785,4.0,3.0,4.0,0.0004000400040004015
animals,2785,4.0,7.0,7.0,0.0004000400040004015
thought,2763,7.0,3.0,7.0,0.0004000400040004015
world,2762,5.0,4.0,5.0,0.0004000400040004015
right,2748,5.0,3.0,5.0,0.0004000400040004015
still,2724,5.0,4.0,5.0,0.0004000400040004015
going,2690,2.0,4.0,5.0,0.0004000400040004015
it’s,2561,3.0,0.0,4.0,0.0004000400040004015
must,2554,4.0,4.0,4.0,0.0004000400040004015
got,2532,3.0,3.0,3.0,0.0004000400040004015
put,2512,3.0,3.0,3.0,0.0004000400040004015
don’t,2468,5.0,0.0,5.0,0.0004000400040004015
white,2379,5.0,3.0,5.0,0.0004000400040004015
saw,2331,3.0,2.0,3.0,0.0004000400040004015
took,2319,4.0,3.0,4.0,0.0004000400040004015
every,2313,5.0,4.0,5.0,0.0004000400040004015
mother,2311,6.0,4.0,6.0,0.0004000400040004015
something,2305,6.0,6.0,9.0,0.0004000400040004015
king,2225,4.0,3.0,4.0,0.0004000400040004015
another,2198,5.0,5.0,7.0,0.0004000400040004015
next,2193,4.0,5.0,4.0,0.0004000400040004015
three,2187,5.0,3.0,5.0,0.0004000400040004015
ever,2164,4.0,3.0,4.0,0.0004000400040004015
need,2163,4.0,3.0,4.0,0.0004000400040004015
might,2156,5.0,3.0,5.0,0.0004000400040004015
children,2105,8.0,7.0,8.0,0.0004000400040004015
say,2098,3.0,2.0,3.0,0.0004000400040004015
live,2095,4.0,3.0,4.0,0.0004000400040004015
door,2090,4.0,3.0,4.0,0.0004000400040004015
night,2085,5.0,3.0,5.0,0.0004000400040004015
says,2081,3.0,3.0,4.0,0.0004000400040004015
last,2065,4.0,4.0,4.0,0.0004000400040004015
tell,2040,4.0,3.0,4.0,0.0004000400040004015
always,2039,5.0,5.0,6.0,0.0004000400040004015
small,2038,5.0,4.0,5.0,0.0004000400040004015
hand,2028,4.0,4.0,4.0,0.0004000400040004015
house,2008,4.0,3.0,5.0,0.0004000400040004015
want,2007,4.0,4.0,4.0,0.0004000400040004015
together,1957,6.0,6.0,8.0,0.0004000400040004015
cried,1955,3.0,4.0,5.0,0.0004000400040004015
used,1955,3.0,4.0,4.0,0.0004000400040004015
soon,1950,4.0,3.0,4.0,0.0004000400040004015
food,1941,4.0,3.0,4.0,0.0004000400040004015
upon,1929,4.0,4.0,4.0,0.0004000400040004015
knew,1916,4.0,2.0,4.0,0.0004000400040004015
keep,1915,4.0,3.0,4.0,0.0004000400040004015
men,1903,3.0,3.0,3.0,0.0004000400040004015
face,1901,4.0,3.0,4.0,0.0004000400040004015
life,1901,4.0,3.0,4.0,0.0004000400040004015
air,1897,3.0,2.0,3.0,0.0004000400040004015
place,1894,5.0,4.0,5.0,0.0004000400040004015
work,1883,4.0,3.0,4.0,0.0004000400040004015
left,1870,4.0,4.0,4.0,0.0004000400040004015
really,1860,6.0,4.0,6.0,0.0004000400040004015
may,1848,3.0,2.0,3.0,0.0004000400040004015
began,1821,5.0,5.0,5.0,0.0004000400040004015
use,1810,3.0,3.0,3.0,0.0004000400040004015
eat,1804,3.0,2.0,3.0,0.0004000400040004015
room,1795,4.0,3.0,4.0,0.0004000400040004015
heard,1781,5.0,3.0,5.0,0.0004000400040004015
red,1779,3.0,3.0,3.0,0.0004000400040004015
different,1776,6.0,7.0,9.0,0.0004000400040004015
sea,1766,3.0,2.0,3.0,0.0004000400040004015
sure,1733,4.0,3.0,4.0,0.0004000400040004015
harry,1713,5.0,4.0,5.0,0.0004000400040004015
told,1697,4.0,4.0,4.0,0.0004000400040004015
inside,1694,5.0,5.0,6.0,0.0004000400040004015
peter,1693,5.0,4.0,5.0,0.0004000400040004015
quite,1681,4.0,4.0,5.0,0.0004000400040004015
feet,1673,4.0,3.0,4.0,0.0004000400040004015
play,1672,4.0,3.0,4.0,0.0004000400040004015
‘i,1664,2.0,0.0,2.0,0.0004000400040004015
sun,1637,3.0,3.0,3.0,0.0004000400040004015
let,1636,3.0,3.0,3.0,0.0004000400040004015
thing,1635,5.0,3.0,5.0,0.0004000400040004015
oh,1627,2.0,1.0,2.0,0.0004000400040004015
body,1623,4.0,4.0,4.0,0.0004000400040004015
earth,1619,5.0,2.0,5.0,0.0004000400040004015
side,1614,4.0,3.0,4.0,0.0004000400040004015
mr,1611,2.0,5.0,2.0,0.0004000400040004015
friends,1603,6.0,6.0,7.0,0.0004000400040004015
young,1586,5.0,3.0,5.0,0.0004000400040004015
give,1574,4.0,3.0,4.0,0.0004000400040004015
without,1564,7.0,5.0,7.0,0.0004000400040004015
enough,1562,6.0,4.0,6.0,0.0004000400040004015
i’m,1561,3.0,0.0,3.0,0.0004000400040004015
though,1544,6.0,2.0,6.0,0.0004000400040004015
large,1543,4.0,4.0,5.0,0.0004000400040004015
hard,1526,4.0,4.0,4.0,0.0004000400040004015
along,1508,5.0,4.0,5.0,0.0004000400040004015
best,1499,4.0,4.0,4.0,0.0004000400040004015
ran,1498,3.0,3.0,3.0,0.0004000400040004015
gave,1489,4.0,3.0,4.0,0.0004000400040004015
dont,1488,4.0,0.0,4.0,0.0004000400040004015
across,1485,6.0,5.0,6.0,0.0004000400040004015
light,1477,5.0,3.0,5.0,0.0004000400040004015
turned,1471,4.0,4.0,6.0,0.0004000400040004015
end,1469,3.0,3.0,3.0,0.0004000400040004015
trees,1465,4.0,4.0,5.0,0.0004000400040004015
days,1464,3.0,3.0,4.0,0.0004000400040004015
better,1454,6.0,4.0,6.0,0.0004000400040004015
behind,1453,6.0,6.0,6.0,0.0004000400040004015
looking,1453,4.0,5.0,7.0,0.0004000400040004015
seen,1439,4.0,3.0,4.0,0.0004000400040004015
round,1428,5.0,4.0,5.0,0.0004000400040004015
robin,1427,5.0,5.0,5.0,0.0004000400040004015
black,1426,5.0,4.0,5.0,0.0004000400040004015
tree,1419,4.0,3.0,4.0,0.0004000400040004015
father,1395,6.0,4.0,6.0,0.0004000400040004015
seemed,1394,4.0,4.0,6.0,0.0004000400040004015
felt,1384,4.0,4.0,4.0,0.0004000400040004015
boy,1379,3.0,2.0,3.0,0.0004000400040004015
book,1376,4.0,3.0,4.0,0.0004000400040004015
learn,1372,5.0,3.0,5.0,0.0004000400040004015
name,1366,4.0,3.0,4.0,0.0004000400040004015
hands,1362,4.0,5.0,5.0,0.0004000400040004015
shall,1360,5.0,3.0,5.0,0.0004000400040004015
morning,1348,4.0,6.0,7.0,0.0004000400040004015
set,1341,3.0,3.0,3.0,0.0004000400040004015
sometimes,1338,7.0,7.0,9.0,0.0004000400040004015
sat,1320,3.0,3.0,3.0,0.0004000400040004015
love,1320,4.0,3.0,4.0,0.0004000400040004015
dad,1299,3.0,3.0,3.0,0.0004000400040004015
ground,1289,6.0,5.0,6.0,0.0004000400040004015
far,1268,3.0,3.0,3.0,0.0004000400040004015
voice,1267,4.0,3.0,5.0,0.0004000400040004015
stood,1266,5.0,4.0,5.0,0.0004000400040004015
today,1262,5.0,4.0,5.0,0.0004000400040004015
nothing,1259,4.0,5.0,7.0,0.0004000400040004015
fish,1253,4.0,3.0,4.0,0.0004000400040004015
green,1250,5.0,4.0,5.0,0.0004000400040004015
yes,1249,2.0,3.0,3.0,0.0004000400040004015
dog,1245,3.0,3.0,3.0,0.0004000400040004015
open,1243,4.0,4.0,4.0,0.0004000400040004015
replied,1230,5.0,6.0,7.0,0.0004000400040004015
friend,1220,6.0,5.0,6.0,0.0004000400040004015
didn’t,1216,6.0,0.0,6.0,0.0004000400040004015
school,1215,6.0,4.0,6.0,0.0004000400040004015
forest,1214,6.0,6.0,6.0,0.0004000400040004015
done,1209,4.0,3.0,4.0,0.0004000400040004015
often,1207,5.0,4.0,5.0,0.0004000400040004015
part,1193,4.0,4.0,4.0,0.0004000400040004015
lived,1191,4.0,4.0,5.0,0.0004000400040004015
bed,1190,3.0,3.0,3.0,0.0004000400040004015
land,1188,4.0,4.0,4.0,0.0004000400040004015
annabelle,1180,7.0,6.0,9.0,0.0004000400040004015
horse,1179,4.0,4.0,5.0,0.0004000400040004015
teeth,1179,5.0,3.0,5.0,0.0004000400040004015
beautiful,1177,6.0,8.0,9.0,0.0004000400040004015
full,1176,4.0,3.0,4.0,0.0004000400040004015
top,1176,3.0,3.0,3.0,0.0004000400040004015
family,1173,6.0,6.0,6.0,0.0004000400040004015
almost,1167,6.0,6.0,6.0,0.0004000400040004015
dark,1159,4.0,4.0,4.0,0.0004000400040004015
heidi,1153,5.0,4.0,5.0,0.0004000400040004015
mom,1149,3.0,3.0,3.0,0.0004000400040004015
run,1141,3.0,3.0,3.0,0.0004000400040004015
high,1140,4.0,2.0,4.0,0.0004000400040004015
girl,1130,4.0,3.0,4.0,0.0004000400040004015
ago,1126,3.0,3.0,3.0,0.0004000400040004015
alice,1124,4.0,4.0,5.0,0.0004000400040004015
that’s,1121,5.0,0.0,6.0,0.0004000400040004015
moment,1121,6.0,6.0,6.0,0.0004000400040004015
hear,1116,4.0,3.0,4.0,0.0004000400040004015
known,1114,5.0,3.0,5.0,0.0004000400040004015
dogs,1111,3.0,4.0,4.0,0.0004000400040004015
anything,1108,5.0,6.0,8.0,0.0004000400040004015
feel,1106,4.0,3.0,4.0,0.0004000400040004015
animal,1099,4.0,6.0,6.0,0.0004000400040004015
course,1094,5.0,4.0,6.0,0.0004000400040004015
suddenly,1093,8.0,7.0,8.0,0.0004000400040004015
cat,1089,3.0,3.0,3.0,0.0004000400040004015
try,1088,3.0,3.0,3.0,0.0004000400040004015
others,1084,5.0,4.0,6.0,0.0004000400040004015
wild,1079,4.0,4.0,4.0,0.0004000400040004015
making,1078,4.0,5.0,6.0,0.0004000400040004015
e,1073,1.0,1.0,1.0,0.0004000400040004015
four,1069,4.0,3.0,4.0,0.0004000400040004015
outside,1066,6.0,5.0,7.0,0.0004000400040004015
sound,1061,5.0,4.0,5.0,0.0004000400040004015
wanted,1057,4.0,6.0,6.0,0.0004000400040004015
mum,1057,3.0,3.0,3.0,0.0004000400040004015
however,1056,5.0,5.0,7.0,0.0004000400040004015
thou,1055,4.0,2.0,4.0,0.0004000400040004015
front,1050,5.0,5.0,5.0,0.0004000400040004015
cold,1049,4.0,4.0,4.0,0.0004000400040004015
started,1044,5.0,7.0,7.0,0.0004000400040004015
fire,1041,4.0,3.0,4.0,0.0004000400040004015
became,1040,5.0,5.0,6.0,0.0004000400040004015
stay,1040,4.0,3.0,4.0,0.0004000400040004015
near,1037,4.0,3.0,4.0,0.0004000400040004015
4,1037,1.0,0.0,1.0,0.0004000400040004015
bit,1035,3.0,3.0,3.0,0.0004000400040004015
birds,1031,4.0,4.0,5.0,0.0004000400040004015
words,1024,4.0,4.0,5.0,0.0004000400040004015
show,1022,4.0,2.0,4.0,0.0004000400040004015
heart,1021,5.0,4.0,5.0,0.0004000400040004015
everyone,1020,7.0,7.0,8.0,0.0004000400040004015
year,1017,4.0,3.0,4.0,0.0004000400040004015
can’t,1012,5.0,0.0,5.0,0.0004000400040004015
happy,1010,5.0,4.0,5.0,0.0004000400040004015
fun,1010,3.0,3.0,3.0,0.0004000400040004015
kind,1010,4.0,4.0,4.0,0.0004000400040004015
doctor,1003,6.0,5.0,6.0,0.0004000400040004015
moon,998,4.0,3.0,4.0,0.0004000400040004015
ill,998,3.0,2.0,3.0,0.0004000400040004015
miss,993,4.0,3.0,4.0,0.0004000400040004015
knight,990,6.0,3.0,6.0,0.0004000400040004015
garden,985,6.0,6.0,6.0,0.0004000400040004015
mrs,984,2.0,5.0,3.0,0.0004000400040004015
everything,984,7.0,7.0,10.0,0.0004000400040004015
ready,984,5.0,4.0,5.0,0.0004000400040004015
stop,984,4.0,4.0,4.0,0.0004000400040004015
poor,983,4.0,3.0,4.0,0.0004000400040004015
read,978,4.0,3.0,4.0,0.0004000400040004015
times,977,4.0,4.0,5.0,0.0004000400040004015
able,973,3.0,4.0,4.0,0.0004000400040004015
space,972,5.0,4.0,5.0,0.0004000400040004015
warm,971,4.0,4.0,4.0,0.0004000400040004015
fast,969,4.0,4.0,4.0,0.0004000400040004015
legs,968,3.0,4.0,4.0,0.0004000400040004015
turn,968,4.0,3.0,4.0,0.0004000400040004015
gone,967,4.0,3.0,4.0,0.0004000400040004015
move,966,4.0,3.0,4.0,0.0004000400040004015
fell,960,4.0,3.0,4.0,0.0004000400040004015
wind,958,4.0,4.0,4.0,0.0004000400040004015
later,956,5.0,4.0,5.0,0.0004000400040004015
2,955,1.0,0.0,1.0,0.0004000400040004015
walked,955,4.0,4.0,6.0,0.0004000400040004015
hair,955,4.0,3.0,4.0,0.0004000400040004015
im,953,2.0,2.0,2.0,0.0004000400040004015
story,950,5.0,5.0,5.0,0.0004000400040004015
grow,949,4.0,3.0,4.0,0.0004000400040004015
close,948,5.0,4.0,5.0,0.0004000400040004015
quickly,948,7.0,6.0,7.0,0.0004000400040004015
whole,945,5.0,3.0,5.0,0.0004000400040004015
baby,944,4.0,4.0,4.0,0.0004000400040004015
river,943,5.0,4.0,5.0,0.0004000400040004015
child,941,5.0,4.0,5.0,0.0004000400040004015
hot,936,3.0,3.0,3.0,0.0004000400040004015
makes,925,4.0,4.0,5.0,0.0004000400040004015
lay,924,3.0,2.0,3.0,0.0004000400040004015
yet,923,3.0,3.0,3.0,0.0004000400040004015
lost,919,4.0,4.0,4.0,0.0004000400040004015
queen,916,5.0,4.0,5.0,0.0004000400040004015
john,915,4.0,3.0,4.0,0.0004000400040004015
blue,914,4.0,3.0,4.0,0.0004000400040004015
strong,911,6.0,5.0,6.0,0.0004000400040004015
tiny,910,4.0,4.0,4.0,0.0004000400040004015
mouth,908,5.0,3.0,5.0,0.0004000400040004015
snow,905,4.0,3.0,4.0,0.0004000400040004015
held,904,4.0,4.0,4.0,0.0004000400040004015
tried,903,3.0,4.0,5.0,0.0004000400040004015
means,899,4.0,4.0,5.0,0.0004000400040004015
call,896,4.0,3.0,4.0,0.0004000400040004015
rock,896,4.0,3.0,4.0,0.0004000400040004015
city,893,4.0,4.0,4.0,0.0004000400040004015
since,889,4.0,4.0,5.0,0.0004000400040004015
looks,888,4.0,4.0,5.0,0.0004000400040004015
remember,887,6.0,7.0,8.0,0.0004000400040004015
miles,884,4.0,4.0,5.0,0.0004000400040004015
planet,882,6.0,6.0,6.0,0.0004000400040004015
1,877,1.0,0.0,1.0,0.0004000400040004015
ice,877,3.0,2.0,3.0,0.0004000400040004015
coming,873,4.0,5.0,6.0,0.0004000400040004015
million,872,7.0,6.0,7.0,0.0004000400040004015
half,866,4.0,3.0,4.0,0.0004000400040004015
ball,866,4.0,3.0,4.0,0.0004000400040004015
ocean,863,5.0,4.0,5.0,0.0004000400040004015
sleep,858,5.0,4.0,5.0,0.0004000400040004015
lot,855,3.0,3.0,3.0,0.0004000400040004015
rest,853,4.0,4.0,4.0,0.0004000400040004015
bird,853,4.0,3.0,4.0,0.0004000400040004015
floor,852,5.0,4.0,5.0,0.0004000400040004015
mind,848,4.0,4.0,4.0,0.0004000400040004015
brought,847,7.0,4.0,7.0,0.0004000400040004015
arms,844,3.0,4.0,4.0,0.0004000400040004015
huge,844,4.0,4.0,4.0,0.0004000400040004015
hold,836,4.0,4.0,4.0,0.0004000400040004015
kept,836,4.0,4.0,4.0,0.0004000400040004015
fly,831,3.0,3.0,3.0,0.0004000400040004015
master,831,6.0,5.0,6.0,0.0004000400040004015
getting,828,3.0,5.0,7.0,0.0004000400040004015
answered,827,6.0,5.0,8.0,0.0004000400040004015
bear,826,4.0,3.0,4.0,0.0004000400040004015
tail,824,4.0,3.0,4.0,0.0004000400040004015
leave,824,4.0,3.0,5.0,0.0004000400040004015
mary,821,4.0,4.0,4.0,0.0004000400040004015
wait,819,4.0,3.0,4.0,0.0004000400040004015
important,819,6.0,9.0,9.0,0.0004000400040004015
strange,814,6.0,6.0,7.0,0.0004000400040004015
maybe,814,4.0,4.0,5.0,0.0004000400040004015
instead,813,7.0,6.0,7.0,0.0004000400040004015
sky,812,3.0,3.0,3.0,0.0004000400040004015
rather,804,6.0,4.0,6.0,0.0004000400040004015
thee,803,4.0,2.0,4.0,0.0004000400040004015
special,802,7.0,6.0,7.0,0.0004000400040004015
scientists,800,9.0,9.0,10.0,0.0004000400040004015
cats,799,3.0,4.0,4.0,0.0004000400040004015
idea,797,4.0,4.0,4.0,0.0004000400040004015
rosie,796,4.0,4.0,5.0,0.0004000400040004015
opened,793,4.0,5.0,6.0,0.0004000400040004015
paper,791,5.0,4.0,5.0,0.0004000400040004015
five,789,4.0,3.0,4.0,0.0004000400040004015
brother,789,7.0,5.0,7.0,0.0004000400040004015
leaves,789,4.0,4.0,6.0,0.0004000400040004015
stopped,788,4.0,5.0,7.0,0.0004000400040004015
believe,786,6.0,5.0,7.0,0.0004000400040004015
word,783,4.0,3.0,4.0,0.0004000400040004015
else,779,3.0,3.0,4.0,0.0004000400040004015
you’re,779,5.0,0.0,6.0,0.0004000400040004015
reached,779,5.0,4.0,7.0,0.0004000400040004015
lots,777,3.0,4.0,4.0,0.0004000400040004015
bad,776,3.0,3.0,3.0,0.0004000400040004015
among,775,5.0,4.0,5.0,0.0004000400040004015
start,774,5.0,5.0,5.0,0.0004000400040004015
north,773,5.0,4.0,5.0,0.0004000400040004015
woman,773,5.0,5.0,5.0,0.0004000400040004015
kids,772,3.0,4.0,4.0,0.0004000400040004015
walk,769,4.0,3.0,4.0,0.0004000400040004015
finally,767,5.0,6.0,7.0,0.0004000400040004015
giant,762,5.0,5.0,5.0,0.0004000400040004015
plants,760,5.0,6.0,6.0,0.0004000400040004015
window,759,6.0,5.0,6.0,0.0004000400040004015
taken,758,5.0,5.0,5.0,0.0004000400040004015
short,757,5.0,4.0,5.0,0.0004000400040004015
table,753,4.0,5.0,5.0,0.0004000400040004015
3,753,1.0,0.0,1.0,0.0004000400040004015
deep,752,4.0,3.0,4.0,0.0004000400040004015
humans,747,5.0,7.0,6.0,0.0004000400040004015
species,747,5.0,6.0,7.0,0.0004000400040004015
till,746,4.0,3.0,4.0,0.0004000400040004015
playing,746,4.0,5.0,7.0,0.0004000400040004015
real,744,4.0,3.0,4.0,0.0004000400040004015
island,740,6.0,5.0,6.0,0.0004000400040004015
grew,738,4.0,3.0,4.0,0.0004000400040004015
human,737,5.0,6.0,5.0,0.0004000400040004015
toward,736,6.0,6.0,6.0,0.0004000400040004015
nose,733,4.0,3.0,4.0,0.0004000400040004015
lady,733,4.0,4.0,4.0,0.0004000400040004015
already,732,7.0,6.0,7.0,0.0004000400040004015
perhaps,732,6.0,6.0,7.0,0.0004000400040004015
castle,730,5.0,5.0,6.0,0.0004000400040004015
ask,727,3.0,3.0,3.0,0.0004000400040004015
lives,726,4.0,4.0,5.0,0.0004000400040004015
laughed,725,5.0,4.0,7.0,0.0004000400040004015
slowly,725,6.0,5.0,6.0,0.0004000400040004015
sent,725,4.0,4.0,4.0,0.0004000400040004015
living,725,4.0,5.0,6.0,0.0004000400040004015
dinosaurs,725,8.0,8.0,9.0,0.0004000400040004015
‘and,724,4.0,0.0,4.0,0.0004000400040004015
someone,722,6.0,6.0,7.0,0.0004000400040004015
thats,720,4.0,0.0,5.0,0.0004000400040004015
size,720,4.0,3.0,4.0,0.0004000400040004015
alone,719,4.0,4.0,5.0,0.0004000400040004015
train,714,5.0,4.0,5.0,0.0004000400040004015
caught,712,6.0,3.0,6.0,0.0004000400040004015
prince,712,5.0,5.0,6.0,0.0004000400040004015
talk,709,4.0,3.0,4.0,0.0004000400040004015
passed,709,4.0,4.0,6.0,0.0004000400040004015
dear,705,4.0,3.0,4.0,0.0004000400040004015
bright,705,6.0,4.0,6.0,0.0004000400040004015
please,704,5.0,4.0,6.0,0.0004000400040004015
didnt,703,5.0,0.0,5.0,0.0004000400040004015
cut,702,3.0,3.0,3.0,0.0004000400040004015
safe,702,4.0,3.0,4.0,0.0004000400040004015
thy,699,3.0,2.0,3.0,0.0004000400040004015
skin,697,4.0,4.0,4.0,0.0004000400040004015
magic,697,5.0,5.0,5.0,0.0004000400040004015
less,694,4.0,3.0,4.0,0.0004000400040004015
wish,694,4.0,3.0,4.0,0.0004000400040004015
ye,693,2.0,2.0,2.0,0.0004000400040004015
become,693,5.0,5.0,6.0,0.0004000400040004015
dna,693,3.0,5.0,3.0,0.0004000400040004015
forward,692,7.0,6.0,7.0,0.0004000400040004015
wide,688,4.0,3.0,4.0,0.0004000400040004015
he’s,687,3.0,0.0,4.0,0.0004000400040004015
–,687,1.0,0.0,1.0,0.0004000400040004015
road,686,4.0,3.0,4.0,0.0004000400040004015
covered,684,5.0,5.0,7.0,0.0004000400040004015
flowers,684,6.0,5.0,7.0,0.0004000400040004015
several,683,5.0,6.0,7.0,0.0004000400040004015
horses,683,4.0,6.0,6.0,0.0004000400040004015
dead,678,4.0,3.0,4.0,0.0004000400040004015
running,677,3.0,5.0,7.0,0.0004000400040004015
stars,677,4.0,5.0,5.0,0.0004000400040004015
happened,676,6.0,6.0,8.0,0.0004000400040004015
fang,669,4.0,3.0,4.0,0.0004000400040004015
ancient,669,7.0,6.0,7.0,0.0004000400040004015
youre,669,4.0,0.0,5.0,0.0004000400040004015
kat,668,3.0,3.0,3.0,0.0004000400040004015
bring,666,5.0,4.0,5.0,0.0004000400040004015
comes,665,4.0,4.0,5.0,0.0004000400040004015
age,665,3.0,2.0,3.0,0.0004000400040004015
south,663,5.0,3.0,5.0,0.0004000400040004015
chapter,663,7.0,5.0,7.0,0.0004000400040004015
led,663,3.0,3.0,3.0,0.0004000400040004015
care,662,4.0,3.0,4.0,0.0004000400040004015
rain,662,4.0,3.0,4.0,0.0004000400040004015
ship,661,4.0,3.0,4.0,0.0004000400040004015
grass,661,5.0,4.0,5.0,0.0004000400040004015
usually,661,5.0,8.0,7.0,0.0004000400040004015
5,661,1.0,0.0,1.0,0.0004000400040004015
surface,659,6.0,5.0,7.0,0.0004000400040004015
past,658,4.0,4.0,4.0,0.0004000400040004015
second,658,6.0,6.0,6.0,0.0004000400040004015
famous,658,5.0,5.0,6.0,0.0004000400040004015
sight,656,5.0,3.0,5.0,0.0004000400040004015
boat,652,4.0,3.0,4.0,0.0004000400040004015
mean,652,4.0,3.0,4.0,0.0004000400040004015
pulled,651,4.0,4.0,6.0,0.0004000400040004015
tall,649,4.0,3.0,4.0,0.0004000400040004015
sara,649,4.0,4.0,4.0,0.0004000400040004015
named,649,4.0,4.0,5.0,0.0004000400040004015
soft,648,4.0,4.0,4.0,0.0004000400040004015
page,647,4.0,3.0,4.0,0.0004000400040004015
middle,646,5.0,5.0,6.0,0.0004000400040004015
power,644,5.0,3.0,5.0,0.0004000400040004015
followed,644,6.0,5.0,8.0,0.0004000400040004015
pretty,643,6.0,5.0,6.0,0.0004000400040004015
watch,642,5.0,3.0,5.0,0.0004000400040004015
nice,641,4.0,3.0,4.0,0.0004000400040004015
longer,639,6.0,5.0,6.0,0.0004000400040004015
town,639,4.0,3.0,4.0,0.0004000400040004015
person,639,6.0,5.0,6.0,0.0004000400040004015
katy,638,4.0,4.0,4.0,0.0004000400040004015
flying,636,3.0,5.0,6.0,0.0004000400040004015
cant,634,4.0,4.0,4.0,0.0004000400040004015
there’s,634,6.0,0.0,7.0,0.0004000400040004015
using,632,3.0,5.0,5.0,0.0004000400040004015
aunt,629,4.0,3.0,4.0,0.0004000400040004015
mountain,627,8.0,6.0,8.0,0.0004000400040004015
game,626,4.0,3.0,4.0,0.00040004000400062356
ears,625,3.0,3.0,4.0,0.00040004000400062356
returned,619,6.0,6.0,8.0,0.00040004000400062356
wood,619,4.0,3.0,4.0,0.00040004000400062356
winter,617,6.0,5.0,6.0,0.00040004000400062356
places,617,5.0,6.0,6.0,0.00040004000400062356
lets,616,3.0,4.0,4.0,0.00040004000400062356
knights,616,6.0,4.0,7.0,0.00040004000400062356
gold,615,4.0,4.0,4.0,0.00040004000400062356
heavy,615,5.0,4.0,5.0,0.00040004000400062356
princess,613,8.0,7.0,8.0,0.00040004000400062356
captain,612,7.0,6.0,7.0,0.00040004000400062356
true,612,4.0,3.0,4.0,0.00040004000400062356
watched,611,5.0,4.0,7.0,0.00040004000400062356
catch,611,5.0,3.0,5.0,0.00040004000400062356
towards,610,6.0,7.0,7.0,0.00040004000400062356
thank,610,5.0,4.0,5.0,0.00040004000400062356
books,610,4.0,4.0,5.0,0.00040004000400062356
eggs,608,3.0,3.0,4.0,0.0004000400040008456
country,607,7.0,6.0,7.0,0.0004000400040008456
six,607,3.0,4.0,3.0,0.0004000400040008456
secret,607,6.0,6.0,6.0,0.0004000400040008456
eye,607,3.0,1.0,3.0,0.0004000400040008456
trying,606,3.0,5.0,6.0,0.0004000400040008456
wall,605,4.0,3.0,4.0,0.0004000400040008456
jack,604,4.0,3.0,4.0,0.0004000400040008456
sam,603,3.0,3.0,3.0,0.0004000400040008456
change,602,5.0,4.0,6.0,0.0004000400040008456
