unique_word,count,stem,syllables,length,weights
awoke,92,4.0,4.0,5.0,0.24397086785638122
guards,92,5.0,5.0,6.0,0.24397086785638122
thirty,92,6.0,4.0,6.0,0.24397086785638122
dioxide,92,6.0,7.0,7.0,0.24397086785638122
film,92,4.0,4.0,4.0,0.24397086785638122
stripes,92,6.0,6.0,7.0,0.24397086785638122
65,92,2.0,0.0,2.0,0.24397086785638122
furry,92,5.0,3.0,5.0,0.24397086785638122
losing,92,4.0,5.0,6.0,0.24397086785638122
precious,92,7.0,6.0,8.0,0.24397086785638122
marked,92,4.0,5.0,6.0,0.24397086785638122
perform,92,7.0,6.0,7.0,0.24397086785638122
chamber,92,7.0,5.0,7.0,0.24397086785638122
yards,91,4.0,5.0,5.0,0.2564631549907409
shocked,91,5.0,4.0,7.0,0.2564631549907409
successful,91,7.0,9.0,10.0,0.2564631549907409
halfway,91,7.0,5.0,7.0,0.2564631549907409
constantly,91,10.0,10.0,10.0,0.2564631549907409
bars,91,3.0,4.0,4.0,0.2564631549907409
threat,91,6.0,4.0,6.0,0.2564631549907409
crust,91,5.0,5.0,5.0,0.2564631549907409
eee,91,3.0,0.0,3.0,0.2564631549907409
canada,91,6.0,6.0,6.0,0.2564631549907409
75,91,2.0,0.0,2.0,0.2564631549907409
warmer,91,6.0,5.0,6.0,0.2564631549907409
swallowed,91,7.0,6.0,9.0,0.2564631549907409
occur,91,5.0,3.0,5.0,0.2564631549907409
heaven,91,6.0,5.0,6.0,0.2564631549907409
traditional,91,6.0,10.0,11.0,0.2564631549907409
delightful,91,7.0,8.0,10.0,0.2564631549907409
career,91,6.0,4.0,6.0,0.2564631549907409
hare,91,4.0,3.0,4.0,0.2564631549907409
causing,91,4.0,5.0,7.0,0.2564631549907409
wand,91,4.0,4.0,4.0,0.2564631549907409
af,91,2.0,0.0,2.0,0.2564631549907409
glider,91,6.0,5.0,6.0,0.2564631549907409
dish,91,4.0,3.0,4.0,0.2564631549907409
dynasty,91,7.0,7.0,7.0,0.2564631549907409
naught,91,6.0,3.0,6.0,0.2564631549907409
concrete,91,7.0,7.0,8.0,0.2564631549907409
wounds,91,5.0,5.0,6.0,0.2564631549907409
struggling,91,7.0,9.0,10.0,0.2564631549907409
complex,91,7.0,8.0,7.0,0.2564631549907409
movements,91,8.0,8.0,9.0,0.2564631549907409
private,91,6.0,6.0,7.0,0.2564631549907409
shooting,91,5.0,5.0,8.0,0.2564631549907409
thread,91,6.0,4.0,6.0,0.2564631549907409
anybody,90,7.0,7.0,7.0,0.2693683582058156
task,90,4.0,4.0,4.0,0.2693683582058156
lock,90,4.0,3.0,4.0,0.2693683582058156
highly,90,6.0,4.0,6.0,0.2693683582058156
leaning,90,4.0,5.0,7.0,0.2693683582058156
ashlad,90,6.0,0.0,6.0,0.2693683582058156
weatherstaff,90,12.0,0.0,12.0,0.2693683582058156
tamitha,90,7.0,0.0,7.0,0.2693683582058156
weren’t,90,7.0,0.0,7.0,0.2693683582058156
chased,90,5.0,4.0,6.0,0.2693683582058156
chewing,90,4.0,4.0,7.0,0.2693683582058156
andrea,90,6.0,6.0,6.0,0.2693683582058156
hen,90,3.0,3.0,3.0,0.2693683582058156
trace,90,5.0,4.0,5.0,0.2693683582058156
heidi’s,90,6.0,0.0,7.0,0.2693683582058156
willows,90,6.0,5.0,7.0,0.2693683582058156
te,90,2.0,2.0,2.0,0.2693683582058156
buttons,90,6.0,6.0,7.0,0.2693683582058156
image,90,4.0,4.0,5.0,0.2693683582058156
mercury,89,7.0,6.0,7.0,0.2826772107633363
who’s,89,4.0,0.0,5.0,0.2826772107633363
nag,89,3.0,3.0,3.0,0.2826772107633363
lamp,89,4.0,4.0,4.0,0.2826772107633363
mercy,89,5.0,4.0,5.0,0.2826772107633363
suffered,89,6.0,5.0,8.0,0.2826772107633363
experiment,89,6.0,11.0,10.0,0.2826772107633363
seats,89,4.0,4.0,5.0,0.2826772107633363
remove,89,5.0,5.0,6.0,0.2826772107633363
fins,89,3.0,4.0,4.0,0.2826772107633363
log,89,3.0,3.0,3.0,0.2826772107633363
vessel,89,6.0,5.0,6.0,0.2826772107633363
hats,89,3.0,4.0,4.0,0.2826772107633363
crawled,89,5.0,5.0,7.0,0.2826772107633363
jobs,89,3.0,4.0,4.0,0.2826772107633363
seriously,89,7.0,8.0,9.0,0.2826772107633363
ski,89,3.0,3.0,3.0,0.2826772107633363
impact,89,6.0,6.0,6.0,0.2826772107633363
voyage,89,5.0,4.0,6.0,0.2826772107633363
hadnt,89,5.0,0.0,5.0,0.2826772107633363
mock,88,4.0,3.0,4.0,0.2963780101838559
remarkable,88,6.0,10.0,10.0,0.2963780101838559
grace,88,5.0,4.0,5.0,0.2963780101838559
ribbon,88,6.0,5.0,6.0,0.2963780101838559
lazy,88,4.0,4.0,4.0,0.2963780101838559
brazil,88,6.0,6.0,6.0,0.2963780101838559
rapidly,88,7.0,7.0,7.0,0.2963780101838559
doorway,88,7.0,5.0,7.0,0.2963780101838559
inquired,88,6.0,7.0,8.0,0.2963780101838559
vain,88,4.0,3.0,4.0,0.2963780101838559
slope,88,5.0,4.0,5.0,0.2963780101838559
crossing,88,5.0,6.0,8.0,0.2963780101838559
charged,88,5.0,5.0,7.0,0.2963780101838559
norway,88,6.0,5.0,6.0,0.2963780101838559
levels,88,5.0,6.0,6.0,0.2963780101838559
letting,88,3.0,5.0,7.0,0.2963780101838559
settle,88,5.0,5.0,6.0,0.2963780101838559
beds,88,3.0,4.0,4.0,0.2963780101838559
39,88,2.0,0.0,2.0,0.2963780101838559
chosen,88,6.0,5.0,6.0,0.2963780101838559
bug,88,3.0,3.0,3.0,0.2963780101838559
hotel,88,5.0,5.0,5.0,0.2963780101838559
boris,88,4.0,5.0,5.0,0.2963780101838559
mosi,88,4.0,0.0,4.0,0.2963780101838559
torch,88,5.0,4.0,5.0,0.2963780101838559
flashed,88,5.0,5.0,7.0,0.2963780101838559
ruined,87,4.0,5.0,6.0,0.3104565645288403
deeper,87,6.0,4.0,6.0,0.3104565645288403
amur,87,4.0,0.0,4.0,0.3104565645288403
ow,87,2.0,1.0,2.0,0.3104565645288403
sake,87,4.0,3.0,4.0,0.3104565645288403
territory,87,9.0,8.0,9.0,0.3104565645288403
newspaper,87,7.0,7.0,9.0,0.3104565645288403
’m,87,2.0,0.0,2.0,0.3104565645288403
matches,87,5.0,5.0,7.0,0.3104565645288403
keen,87,4.0,3.0,4.0,0.3104565645288403
not’,87,4.0,0.0,4.0,0.3104565645288403
chairs,87,5.0,4.0,6.0,0.3104565645288403
playground,87,10.0,8.0,10.0,0.3104565645288403
giraffes,87,6.0,5.0,8.0,0.3104565645288403
rub,87,3.0,3.0,3.0,0.3104565645288403
appears,87,6.0,5.0,7.0,0.3104565645288403
presence,87,7.0,7.0,8.0,0.3104565645288403
foul,87,4.0,3.0,4.0,0.3104565645288403
experts,87,6.0,7.0,7.0,0.3104565645288403
dorry,87,5.0,0.0,5.0,0.3104565645288403
sheets,87,5.0,4.0,6.0,0.3104565645288403
ashore,87,5.0,4.0,6.0,0.3104565645288403
partly,87,6.0,6.0,6.0,0.3104565645288403
flows,87,4.0,4.0,5.0,0.3104565645288403
gained,87,4.0,4.0,6.0,0.3104565645288403
han,87,3.0,3.0,3.0,0.3104565645288403
ducks,87,4.0,4.0,5.0,0.3104565645288403
500,87,3.0,0.0,3.0,0.3104565645288403
messages,87,6.0,7.0,8.0,0.3104565645288403
il,87,2.0,2.0,2.0,0.3104565645288403
charles,87,5.0,5.0,7.0,0.3104565645288403
transport,87,9.0,9.0,9.0,0.3104565645288403
strings,86,6.0,6.0,7.0,0.3248961666272083
meeble,86,5.0,0.0,6.0,0.3248961666272083
bites,86,4.0,4.0,5.0,0.3248961666272083
presents,86,7.0,8.0,8.0,0.3248961666272083
false,86,4.0,4.0,5.0,0.3248961666272083
miserable,86,5.0,8.0,9.0,0.3248961666272083
forty,86,5.0,5.0,5.0,0.3248961666272083
bunch,86,5.0,4.0,5.0,0.3248961666272083
rubbing,86,3.0,5.0,7.0,0.3248961666272083
stupid,86,6.0,6.0,6.0,0.3248961666272083
eve,86,3.0,2.0,3.0,0.3248961666272083
storms,86,5.0,6.0,6.0,0.3248961666272083
contact,86,7.0,7.0,7.0,0.3248961666272083
centimetres,86,9.0,0.0,11.0,0.3248961666272083
egyptian,86,8.0,7.0,8.0,0.3248961666272083
heres,86,4.0,0.0,5.0,0.3248961666272083
milo,86,4.0,4.0,4.0,0.3248961666272083
bats,86,3.0,4.0,4.0,0.3248961666272083
tray,86,4.0,3.0,4.0,0.3248961666272083
pine,86,4.0,3.0,4.0,0.3248961666272083
mammoth,86,7.0,5.0,7.0,0.3248961666272083
2000,86,4.0,0.0,4.0,0.3248961666272083
speeds,86,5.0,5.0,6.0,0.3248961666272083
germs,86,4.0,4.0,5.0,0.3248961666272083
grasslands,86,9.0,9.0,10.0,0.3248961666272083
swords,86,5.0,5.0,6.0,0.3248961666272083
neat,86,4.0,3.0,4.0,0.3248961666272083
destroy,86,7.0,6.0,7.0,0.3248961666272083
slippers,86,7.0,6.0,8.0,0.3248961666272083
imagined,85,6.0,7.0,8.0,0.3396775989940821
coin,85,4.0,3.0,4.0,0.3396775989940821
latter,85,6.0,4.0,6.0,0.3396775989940821
37,85,2.0,0.0,2.0,0.3396775989940821
festival,85,6.0,8.0,8.0,0.3396775989940821
snail,85,5.0,4.0,5.0,0.3396775989940821
crabs,85,4.0,5.0,5.0,0.3396775989940821
covering,85,5.0,6.0,8.0,0.3396775989940821
‘she,85,4.0,0.0,4.0,0.3396775989940821
ot,85,2.0,2.0,2.0,0.3396775989940821
nasty,85,5.0,5.0,5.0,0.3396775989940821
crawl,85,5.0,4.0,5.0,0.3396775989940821
pitch,85,5.0,3.0,5.0,0.3396775989940821
robber,85,6.0,4.0,6.0,0.3396775989940821
merely,85,4.0,5.0,6.0,0.3396775989940821
jealous,85,6.0,5.0,7.0,0.3396775989940821
counted,85,5.0,6.0,7.0,0.3396775989940821
43,85,2.0,0.0,2.0,0.3396775989940821
laws,85,3.0,3.0,4.0,0.3396775989940821
hero,85,4.0,4.0,4.0,0.3396775989940821
asteroids,85,8.0,7.0,9.0,0.3396775989940821
heap,85,4.0,3.0,4.0,0.3396775989940821
tumbled,85,5.0,7.0,7.0,0.3396775989940821
rolls,85,4.0,4.0,5.0,0.3396775989940821
tommy,85,5.0,4.0,5.0,0.3396775989940821
bucket,85,6.0,5.0,6.0,0.3396775989940821
treats,85,5.0,5.0,6.0,0.3396775989940821
smelled,85,5.0,5.0,7.0,0.3396775989940821
nonfiction,85,7.0,9.0,10.0,0.3396775989940821
dozen,85,5.0,5.0,5.0,0.3396775989940821
otherwise,84,8.0,6.0,9.0,0.35477917169137374
disappointed,84,10.0,10.0,12.0,0.35477917169137374
bigfoot,84,7.0,6.0,7.0,0.35477917169137374
vessels,84,6.0,6.0,7.0,0.35477917169137374
tasty,84,5.0,5.0,5.0,0.35477917169137374
equal,84,5.0,5.0,5.0,0.35477917169137374
plans,84,4.0,5.0,5.0,0.35477917169137374
opportunity,84,8.0,9.0,11.0,0.35477917169137374
volcanic,84,6.0,8.0,8.0,0.35477917169137374
ho,84,2.0,2.0,2.0,0.35477917169137374
spikes,84,5.0,5.0,6.0,0.35477917169137374
tubes,84,4.0,4.0,5.0,0.35477917169137374
advice,84,5.0,5.0,6.0,0.35477917169137374
shouts,84,5.0,4.0,6.0,0.35477917169137374
°c,84,2.0,0.0,2.0,0.35477917169137374
gun,84,3.0,3.0,3.0,0.35477917169137374
sniffed,84,4.0,5.0,7.0,0.35477917169137374
statue,84,5.0,5.0,6.0,0.35477917169137374
caterpillar,84,11.0,8.0,11.0,0.35477917169137374
oak,84,3.0,2.0,3.0,0.35477917169137374
harsh,84,5.0,4.0,5.0,0.35477917169137374
edges,84,3.0,4.0,5.0,0.35477917169137374
introduced,84,8.0,9.0,10.0,0.35477917169137374
rear,84,4.0,3.0,4.0,0.35477917169137374
recorded,84,6.0,8.0,8.0,0.35477917169137374
style,84,5.0,4.0,5.0,0.35477917169137374
deeply,84,6.0,5.0,6.0,0.35477917169137374
ruler,84,5.0,4.0,5.0,0.35477917169137374
42,84,2.0,0.0,2.0,0.35477917169137374
bonnie,84,5.0,4.0,6.0,0.35477917169137374
fate,84,4.0,3.0,4.0,0.35477917169137374
glance,84,5.0,5.0,6.0,0.35477917169137374
armed,84,3.0,4.0,5.0,0.35477917169137374
atoms,84,4.0,5.0,5.0,0.35477917169137374
colorful,84,5.0,7.0,8.0,0.35477917169137374
pete,84,4.0,3.0,4.0,0.35477917169137374
groaned,84,5.0,5.0,7.0,0.35477917169137374
greece,84,5.0,4.0,6.0,0.35477917169137374
skating,83,5.0,6.0,7.0,0.3701767947617248
council,83,7.0,6.0,7.0,0.3701767947617248
willing,83,4.0,5.0,7.0,0.3701767947617248
ket,83,3.0,0.0,3.0,0.3701767947617248
peoples,83,5.0,6.0,7.0,0.3701767947617248
warn,83,4.0,4.0,4.0,0.3701767947617248
relieved,83,6.0,6.0,8.0,0.3701767947617248
guests,83,5.0,5.0,6.0,0.3701767947617248
struggled,83,7.0,8.0,9.0,0.3701767947617248
sped,83,4.0,4.0,4.0,0.3701767947617248
jackson,83,7.0,6.0,7.0,0.3701767947617248
fo,83,2.0,0.0,2.0,0.3701767947617248
wars,83,3.0,4.0,4.0,0.3701767947617248
oona,83,4.0,3.0,4.0,0.3701767947617248
chris,83,4.0,4.0,5.0,0.3701767947617248
uncomfortable,83,9.0,12.0,13.0,0.3701767947617248
fourth,83,6.0,4.0,6.0,0.3701767947617248
us’,83,3.0,0.0,3.0,0.3701767947617248
accepted,83,6.0,8.0,8.0,0.3701767947617248
juice,83,4.0,3.0,5.0,0.3701767947617248
earthquakes,83,9.0,7.0,11.0,0.3701767947617248
computers,83,6.0,9.0,9.0,0.3701767947617248
candy,83,5.0,5.0,5.0,0.3701767947617248
friendship,83,10.0,8.0,10.0,0.3701767947617248
communicate,83,6.0,10.0,11.0,0.3701767947617248
struggle,83,7.0,7.0,8.0,0.3701767947617248
wedding,83,3.0,5.0,7.0,0.3701767947617248
foolish,83,7.0,5.0,7.0,0.3701767947617248
grant,83,5.0,5.0,5.0,0.3701767947617248
explorers,83,6.0,9.0,9.0,0.3701767947617248
splash,83,6.0,5.0,6.0,0.3701767947617248
somebody,83,8.0,7.0,8.0,0.3701767947617248
october,83,5.0,6.0,7.0,0.3701767947617248
pause,83,4.0,3.0,5.0,0.3701767947617248
fan,83,3.0,3.0,3.0,0.3701767947617248
seed,83,4.0,3.0,4.0,0.3701767947617248
pretended,83,7.0,9.0,9.0,0.3701767947617248
vibrant,83,7.0,7.0,7.0,0.3701767947617248
tissue,83,5.0,5.0,6.0,0.3701767947617248
owls,83,3.0,3.0,4.0,0.3701767947617248
growl,83,5.0,4.0,5.0,0.3701767947617248
mainly,83,6.0,5.0,6.0,0.3701767947617248
brushed,82,5.0,5.0,7.0,0.3858440861410646
‘don’t,82,6.0,0.0,6.0,0.3858440861410646
obliged,82,5.0,6.0,7.0,0.3858440861410646
picnic,82,6.0,6.0,6.0,0.3858440861410646
manners,82,6.0,5.0,7.0,0.3858440861410646
furniture,82,8.0,6.0,9.0,0.3858440861410646
trotted,82,4.0,6.0,7.0,0.3858440861410646
stare,82,5.0,4.0,5.0,0.3858440861410646
curiosity,82,6.0,10.0,9.0,0.3858440861410646
dusty,82,5.0,5.0,5.0,0.3858440861410646
equator,82,5.0,6.0,7.0,0.3858440861410646
farms,82,4.0,5.0,5.0,0.3858440861410646
fort,82,4.0,4.0,4.0,0.3858440861410646
witches,82,5.0,5.0,7.0,0.3858440861410646
travellers,82,6.0,8.0,10.0,0.3858440861410646
pairs,82,4.0,4.0,5.0,0.3858440861410646
approaching,82,8.0,7.0,11.0,0.3858440861410646
bade,82,4.0,3.0,4.0,0.3858440861410646
cliffs,82,5.0,5.0,6.0,0.3858440861410646
mi,82,2.0,2.0,2.0,0.3858440861410646
time’,82,5.0,0.0,5.0,0.3858440861410646
cups,82,3.0,4.0,4.0,0.3858440861410646
mail,82,4.0,3.0,4.0,0.3858440861410646
drifted,82,5.0,7.0,7.0,0.3858440861410646
companions,82,9.0,10.0,10.0,0.3858440861410646
hunger,82,6.0,5.0,6.0,0.3858440861410646
ci,82,2.0,0.0,2.0,0.3858440861410646
languages,82,7.0,9.0,9.0,0.3858440861410646
ali,82,3.0,3.0,3.0,0.3858440861410646
®,82,1.0,0.0,1.0,0.3858440861410646
goddess,82,7.0,5.0,7.0,0.3858440861410646
poison,82,6.0,5.0,6.0,0.3858440861410646
56,82,2.0,0.0,2.0,0.3858440861410646
sooner,82,6.0,4.0,6.0,0.3858440861410646
fountain,82,8.0,6.0,8.0,0.3858440861410646
spitz,81,5.0,5.0,5.0,0.40175251513906174
twisted,81,5.0,7.0,7.0,0.40175251513906174
‘to,81,3.0,0.0,3.0,0.40175251513906174
facing,81,4.0,5.0,6.0,0.40175251513906174
intelligent,81,8.0,10.0,11.0,0.40175251513906174
incredibly,81,6.0,10.0,10.0,0.40175251513906174
crime,81,5.0,4.0,5.0,0.40175251513906174
frankfurt,81,9.0,8.0,9.0,0.40175251513906174
blankets,81,7.0,8.0,8.0,0.40175251513906174
amstar,81,6.0,6.0,6.0,0.40175251513906174
spy,81,3.0,3.0,3.0,0.40175251513906174
holiday,81,7.0,6.0,7.0,0.40175251513906174
astronaut,81,9.0,8.0,9.0,0.40175251513906174
media,81,5.0,5.0,5.0,0.40175251513906174
character,81,7.0,7.0,9.0,0.40175251513906174
spare,81,5.0,4.0,5.0,0.40175251513906174
existed,81,5.0,8.0,7.0,0.40175251513906174
bicycle,81,6.0,7.0,7.0,0.40175251513906174
10000,81,5.0,0.0,5.0,0.40175251513906174
display,81,7.0,6.0,7.0,0.40175251513906174
baba,81,4.0,4.0,4.0,0.40175251513906174
arose,81,4.0,3.0,5.0,0.40175251513906174
opens,81,4.0,5.0,5.0,0.40175251513906174
bench,81,5.0,4.0,5.0,0.40175251513906174
necklace,81,7.0,6.0,8.0,0.40175251513906174
naturally,81,5.0,7.0,9.0,0.40175251513906174
biting,81,4.0,5.0,6.0,0.40175251513906174
mist,81,4.0,4.0,4.0,0.40175251513906174
realised,81,6.0,0.0,8.0,0.40175251513906174
stirred,81,4.0,4.0,7.0,0.40175251513906174
twigs,81,4.0,5.0,5.0,0.40175251513906174
hydrogen,81,8.0,8.0,8.0,0.40175251513906174
neptune,80,6.0,6.0,7.0,0.4178715806957548
poisonous,80,6.0,7.0,9.0,0.4178715806957548
exploration,80,6.0,10.0,11.0,0.4178715806957548
pollen,80,6.0,5.0,6.0,0.4178715806957548
mines,80,4.0,4.0,5.0,0.4178715806957548
beaks,80,4.0,0.0,5.0,0.4178715806957548
spun,80,4.0,4.0,4.0,0.4178715806957548
data,80,4.0,4.0,4.0,0.4178715806957548
um,80,2.0,2.0,2.0,0.4178715806957548
mammoths,80,7.0,6.0,8.0,0.4178715806957548
fever,80,5.0,4.0,5.0,0.4178715806957548
circus,80,5.0,5.0,6.0,0.4178715806957548
breaks,80,5.0,5.0,6.0,0.4178715806957548
challenge,80,8.0,6.0,9.0,0.4178715806957548
colder,80,6.0,5.0,6.0,0.4178715806957548
carrots,80,6.0,6.0,7.0,0.4178715806957548
steven,80,6.0,6.0,6.0,0.4178715806957548
bang,80,4.0,3.0,4.0,0.4178715806957548
toast,80,5.0,4.0,5.0,0.4178715806957548
heavily,80,7.0,6.0,7.0,0.4178715806957548
weighed,80,5.0,3.0,7.0,0.4178715806957548
wit,80,3.0,3.0,3.0,0.4178715806957548
tex,80,3.0,4.0,3.0,0.4178715806957548
children’s,80,9.0,0.0,10.0,0.4178715806957548
gang,80,4.0,3.0,4.0,0.4178715806957548
44,80,2.0,0.0,2.0,0.4178715806957548
snowy,80,5.0,4.0,5.0,0.4178715806957548
crashed,80,5.0,5.0,7.0,0.4178715806957548
bobby,80,5.0,4.0,5.0,0.4178715806957548
rudyard,80,7.0,6.0,7.0,0.4178715806957548
rhino,80,5.0,4.0,5.0,0.4178715806957548
freddys,80,6.0,0.0,7.0,0.4178715806957548
david,80,5.0,5.0,5.0,0.4178715806957548
picks,80,4.0,4.0,5.0,0.4178715806957548
inspector,80,9.0,8.0,9.0,0.4178715806957548
systems,80,6.0,7.0,7.0,0.4178715806957548
avery,80,5.0,4.0,5.0,0.4178715806957548
wool,80,4.0,3.0,4.0,0.4178715806957548
continents,79,6.0,10.0,10.0,0.43416902270683144
prehistoric,79,9.0,11.0,11.0,0.43416902270683144
somewhat,79,8.0,6.0,8.0,0.43416902270683144
cocoa,79,5.0,4.0,5.0,0.43416902270683144
extraordinary,79,13.0,13.0,13.0,0.43416902270683144
squid,79,5.0,5.0,5.0,0.43416902270683144
predator,79,6.0,7.0,8.0,0.43416902270683144
priest,79,6.0,5.0,6.0,0.43416902270683144
porch,79,5.0,4.0,5.0,0.43416902270683144
recovered,79,5.0,7.0,9.0,0.43416902270683144
vanished,79,6.0,6.0,8.0,0.43416902270683144
reminded,79,6.0,8.0,8.0,0.43416902270683144
wasps,79,4.0,5.0,5.0,0.43416902270683144
scream,79,6.0,5.0,6.0,0.43416902270683144
thor,79,4.0,3.0,4.0,0.43416902270683144
ey,79,2.0,0.0,2.0,0.43416902270683144
beg,79,3.0,3.0,3.0,0.43416902270683144
planned,79,4.0,5.0,7.0,0.43416902270683144
tusks,79,4.0,5.0,5.0,0.43416902270683144
sweat,79,5.0,4.0,5.0,0.43416902270683144
shallow,79,7.0,4.0,7.0,0.43416902270683144
scarf,79,5.0,5.0,5.0,0.43416902270683144
°f,79,2.0,0.0,2.0,0.43416902270683144
survival,79,6.0,7.0,8.0,0.43416902270683144
adapted,79,5.0,7.0,7.0,0.43416902270683144
et,79,2.0,2.0,2.0,0.43416902270683144
dorfli,79,6.0,0.0,6.0,0.43416902270683144
consider,79,6.0,7.0,8.0,0.43416902270683144
puzzlefoot,79,10.0,0.0,10.0,0.43416902270683144
brightly,79,8.0,6.0,8.0,0.43416902270683144
rikkitikki,79,10.0,0.0,10.0,0.43416902270683144
megalodon,79,9.0,0.0,9.0,0.43416902270683144
penny,79,5.0,4.0,5.0,0.43416902270683144
stepmother,79,8.0,8.0,10.0,0.43416902270683144
claim,78,5.0,4.0,5.0,0.45061106379390137
tt’s,78,3.0,0.0,4.0,0.45061106379390137
fe,78,2.0,2.0,2.0,0.45061106379390137
minerals,78,5.0,7.0,8.0,0.45061106379390137
balin,78,5.0,5.0,5.0,0.45061106379390137
comet,78,5.0,5.0,5.0,0.45061106379390137
cleaned,78,5.0,5.0,7.0,0.45061106379390137
california,78,10.0,10.0,10.0,0.45061106379390137
banks,78,4.0,5.0,5.0,0.45061106379390137
launched,78,6.0,5.0,8.0,0.45061106379390137
kit,78,3.0,3.0,3.0,0.45061106379390137
taller,78,6.0,4.0,6.0,0.45061106379390137
tons,78,3.0,4.0,4.0,0.45061106379390137
knelt,78,5.0,4.0,5.0,0.45061106379390137
video,78,5.0,5.0,5.0,0.45061106379390137
viking,78,4.0,5.0,6.0,0.45061106379390137
chew,78,4.0,2.0,4.0,0.45061106379390137
community,78,6.0,9.0,9.0,0.45061106379390137
december,78,6.0,7.0,8.0,0.45061106379390137
one’s,78,4.0,0.0,5.0,0.45061106379390137
discoveries,78,9.0,9.0,11.0,0.45061106379390137
wrap,78,4.0,3.0,4.0,0.45061106379390137
palm,78,4.0,3.0,4.0,0.45061106379390137
theyll,78,6.0,0.0,6.0,0.45061106379390137
officer,78,5.0,5.0,7.0,0.45061106379390137
mo,78,2.0,2.0,2.0,0.45061106379390137
tasks,78,4.0,5.0,5.0,0.45061106379390137
surrounding,78,8.0,7.0,11.0,0.45061106379390137
hastily,78,7.0,7.0,7.0,0.45061106379390137
rein,78,4.0,3.0,4.0,0.45061106379390137
beaten,78,6.0,5.0,6.0,0.45061106379390137
musical,78,5.0,8.0,7.0,0.45061106379390137
jewels,78,5.0,5.0,6.0,0.45061106379390137
doll,78,4.0,3.0,4.0,0.45061106379390137
occurred,78,5.0,4.0,8.0,0.45061106379390137
bedtime,78,6.0,6.0,7.0,0.45061106379390137
bay,78,3.0,2.0,3.0,0.45061106379390137
halloween,78,9.0,7.0,9.0,0.45061106379390137
tore,77,4.0,3.0,4.0,0.4671626780166702
surgery,77,7.0,5.0,7.0,0.4671626780166702
leapt,77,5.0,4.0,5.0,0.4671626780166702
ash,77,3.0,2.0,3.0,0.4671626780166702
loaded,77,4.0,5.0,6.0,0.4671626780166702
creek,77,5.0,4.0,5.0,0.4671626780166702
lasted,77,4.0,6.0,6.0,0.4671626780166702
hissed,77,4.0,4.0,6.0,0.4671626780166702
beaches,77,5.0,5.0,7.0,0.4671626780166702
fame,77,4.0,3.0,4.0,0.4671626780166702
miller,77,6.0,4.0,6.0,0.4671626780166702
virus,77,4.0,5.0,5.0,0.4671626780166702
bundle,77,5.0,6.0,6.0,0.4671626780166702
figures,77,5.0,6.0,7.0,0.4671626780166702
bearing,77,4.0,5.0,7.0,0.4671626780166702
spiral,77,6.0,6.0,6.0,0.4671626780166702
spike,77,5.0,4.0,5.0,0.4671626780166702
release,77,6.0,5.0,7.0,0.4671626780166702
nutrients,77,8.0,9.0,9.0,0.4671626780166702
diving,77,4.0,5.0,6.0,0.4671626780166702
southeast,77,9.0,6.0,9.0,0.4671626780166702
ram,77,3.0,3.0,3.0,0.4671626780166702
skeletons,77,8.0,9.0,9.0,0.4671626780166702
deed,77,4.0,3.0,4.0,0.4671626780166702
fluff,77,5.0,4.0,5.0,0.4671626780166702
amazed,77,4.0,5.0,6.0,0.4671626780166702
supplies,77,6.0,6.0,8.0,0.4671626780166702
success,77,7.0,6.0,7.0,0.4671626780166702
grief,77,5.0,4.0,5.0,0.4671626780166702
painful,77,4.0,6.0,7.0,0.4671626780166702
cattle,77,5.0,5.0,6.0,0.4671626780166702
descended,77,7.0,8.0,9.0,0.4671626780166702
illustrations,77,7.0,11.0,13.0,0.4671626780166702
crouched,77,6.0,5.0,8.0,0.4671626780166702
van,77,3.0,3.0,3.0,0.4671626780166702
camels,77,5.0,6.0,6.0,0.4671626780166702
maimie,77,5.0,0.0,6.0,0.4671626780166702
patient,77,7.0,6.0,7.0,0.4671626780166702
scrambled,77,7.0,9.0,9.0,0.4671626780166702
advanced,76,6.0,7.0,8.0,0.4837878822188104
38,76,2.0,0.0,2.0,0.4837878822188104
craft,76,5.0,5.0,5.0,0.4837878822188104
nevertheless,76,12.0,9.0,12.0,0.4837878822188104
existence,76,5.0,9.0,9.0,0.4837878822188104
stopping,76,4.0,6.0,8.0,0.4837878822188104
48,76,2.0,0.0,2.0,0.4837878822188104
jumps,76,4.0,5.0,5.0,0.4837878822188104
apollo,76,6.0,5.0,6.0,0.4837878822188104
religion,76,8.0,7.0,8.0,0.4837878822188104
300,76,3.0,0.0,3.0,0.4837878822188104
prefer,76,6.0,5.0,6.0,0.4837878822188104
cellar,76,6.0,4.0,6.0,0.4837878822188104
flames,76,5.0,5.0,6.0,0.4837878822188104
rainy,76,5.0,4.0,5.0,0.4837878822188104
jolly,76,5.0,4.0,5.0,0.4837878822188104
angus,76,4.0,5.0,5.0,0.4837878822188104
fifteen,76,7.0,6.0,7.0,0.4837878822188104
brick,76,5.0,4.0,5.0,0.4837878822188104
fingerprints,76,11.0,11.0,12.0,0.4837878822188104
fabric,76,6.0,6.0,6.0,0.4837878822188104
morel,76,5.0,4.0,5.0,0.4837878822188104
traces,76,5.0,6.0,6.0,0.4837878822188104
nerves,76,4.0,4.0,6.0,0.4837878822188104
earthquake,76,9.0,6.0,10.0,0.4837878822188104
drag,76,4.0,4.0,4.0,0.4837878822188104
subject,76,7.0,7.0,7.0,0.4837878822188104
